"","TimeStep","PreyAbundance","PredatorAbundance"
"1",1,60,10
"2",2,66,10.1
"3",3,72.534,10.2616
"4",4,79.597651056,10.4928348944
"5",5,87.1651311620733,10.8033981601927
"6",6,95.181361218195,11.2049078698123
"7",7,103.552649628102,11.7111608596949
"8",8,112.135962181299,12.3383245539525
"9",9,120.727455661933,13.1049782218175
"10",10,129.051640022069,14.0318599879517
"11",11,136.75362258643,15.1411015325593
"12",12,143.398342258452,16.4546469404578
"13",13,148.482319773045,17.9914836871446
"14",14,151.464611387393,19.7633267368135
"15",15,151.823087625736,21.7686050038864
"16",16,149.137936900932,23.9851515786872
"17",17,143.194564054103,26.3629900224543
"18",18,134.083108230644,28.8198773847596
"19",19,122.257142491026,31.2431422540963
"20",20,108.511598044967,33.5006824358179
"21",21,93.8617917868849,35.4608609007346
"22",22,79.3499507197775,37.0162377981463
"23",23,65.8475744125883,38.1026625533534
"24",24,53.9274102171091,38.7064973334855
"25",25,43.8394806628278,38.8585136265815
"26",26,35.5720062282059,38.6191250019712
"27",27,28.9488099228673,38.0619285069706
"28",28,23.7200965709802,37.2606796152681
"29",29,19.6258466974311,36.2814725532792
"30",30,16.4304698540402,35.179453543903
"31",31,13.9364143155012,33.9984958176425
"32",32,11.9855259404164,32.7723881505789
"33",33,10.4546880454181,31.5265630513581
"34",34,9.24962183604019,30.2798352806364
"35",35,8.29877594721348,29.045920542208
"36",36,7.54807526905268,27.834670101858
"37",37,6.95670847268248,26.6530347817831
"38",38,6.49387623832766,25.5058004355831
"39",39,6.13633637211158,24.3961419251921
"40",40,5.86657431618637,23.3260377619673
"41",41,5.67144983909614,22.2965798079017
"42",42,5.54120046727619,21.3082047514705
"43",43,5.46871021947478,20.3608675480226
"44",44,5.44897541899729,19.4541718550587
"45",45,5.47871746044511,18.587468566541
"46",46,5.55610606672431,17.7599306267949
"47",47,5.68056669706779,16.9706101537553
"48",48,5.85265320779792,16.2184823289359
"49",49,6.0739723230769,15.5024793651171
"50",50,6.34715048166435,14.8215170274641
"51",51,6.67583658859858,14.1745155750307
"52",52,7.06473640930378,13.5604165459807
"53",53,7.51967600618739,12.9781964871793
"54",54,8.04769288014259,12.4268784955486
"55",55,8.65715444026087,11.9055422723622
"56",56,9.35790414684411,11.413333276891
"57",57,10.1614361882016,10.9494714918476
"58",58,11.0810998672525,10.5132602731141
"59",59,12.1323349705351,10.1040957464752
"60",60,13.3329392229361,9.72147723332205
"61",61,14.7033684164329,9.36501923676499
"62",62,16.2670688190682,9.03446560299188
"63",63,18.050839845808,8.72970659654965
"64",64,20.0852224582175,8.45079980239738
"65",65,22.4049050100509,8.19799600625853
"66",66,25.0491327941311,7.9717715277386
"67",67,28.0620997169294,7.77286891495447
"68",68,31.4932894345345,7.60234849178482
"69",69,35.3977177071017,7.46165402862955
"70",70,39.8360060191871,7.35269685013156
"71",71,44.8741864632335,7.27796408360408
"72",72,50.5830965822766,7.24065859678425
"73",73,57.0371665675276,7.24488060006546
"74",74,64.3123252655553,7.29586403160997
"75",75,72.4826505117247,7.40028481072364
"76",76,81.6152580378406,7.56666282781036
"77",77,91.7627582536379,7.80588482559692
"78",78,102.952414682296,8.13188010652407
"79",79,115.170930690019,8.56248279407144
"80",80,128.343625703918,9.12050776677835
"81",81,142.306760494211,9.83504141348851
"82",82,156.772183764253,10.742882225694
"83",83,171.284769452662,11.8899232208536
"84",84,185.176095766256,13.3319898175047
"85",85,197.523656687498,15.1341561498304
"86",86,207.134849389056,17.366802205933
"87",87,212.589119673913,20.0957320549318
"88",88,212.385603741088,23.363079438946
"89",89,205.24290717039,27.1569071988902
"90",90,190.553862771901,31.3728244222024
"91",91,168.882506529128,35.7823960808076
"92",92,142.228800437505,40.0362970165121
"93",93,113.731415538824,43.7287966643047
"94",94,86.7443192021813,46.5156947755302
"95",95,63.7434602874193,48.2248823122735
"96",96,45.7519436395244,48.8876590671977
"97",97,32.5352781443221,48.6799815361486
"98",98,23.2041663797959,47.8297991986802
"99",99,16.7464934705711,46.5481598572646
"100",100,12.3006076135175,45.0002703195181
"101",101,9.22542245919488,43.3037874712448
"102",102,7.07554961597962,41.538093831188
"103",103,5.55161110061766,39.7550939834844
"104",104,4.45488511009309,37.988044105375
"105",105,3.65353841164576,36.2578742721529
"106",106,3.05955073019558,34.5774500949231
"107",107,2.61354624937247,32.9543690528632
"108",108,2.27497782286149,31.3927783678586
"109",109,2.01579464158495,29.8945573240505
"110",110,1.81634068523819,28.4600907463144
"111",111,1.66267661500481,27.0887794297268
"112",112,1.54481313713747,25.7793803383273
"113",113,1.45553251042585,24.5302356468248
"114",114,1.38959345778741,23.3394284199559
"115",115,1.34318897893621,22.204889315999
"116",116,1.31357314864597,21.1244702128068
"117",117,1.29880240986602,20.0959952390174
"118",118,1.2975556213883,19.1172962041116
"119",119,1.30900919411206,18.1862371490614
"120",120,1.33275151659024,17.3007312432428
"121",121,1.36872606188277,16.4587522568832
"122",122,1.41719604265864,15.6583421671991
"123",123,1.47872584565087,14.8976159993931
"124",124,1.5541761166122,14.1747646892403
"125",125,1.64471053254849,13.4880565355169
"126",126,1.75181315258245,12.8358376573886
"127",127,1.87731589077267,12.2165317637518
"128",128,2.023436176825,11.6286394647745
"129",129,2.19282531438721,11.070737301316
"130",130,2.38862844723209,10.5414766292535
"131",131,2.61455742715383,10.0395824687433
"132",132,2.87497826349284,9.56385241021528
"133",133,3.17501523824518,9.11315565749913
"134",134,3.52067420508362,8.68643228270524
"135",135,3.91898806538108,8.2826927666419
"136",136,4.37818793744042,7.90101790241149
"137",137,4.90790411219012,7.54055914856476
"138",138,5.5194015220936,7.20053953238997
"139",139,6.22585513796264,6.88025522462544
"140",140,7.04267144214788,6.5790779357349
"141",141,7.9878628876408,6.29645832324182
"142",142,9.08248300753096,6.03193065284353
"143",143,10.3511305324666,5.78511902785841
"144",144,11.8225314169277,5.55574559866871
"145",145,13.5302079314661,5.34364129561999
"146",146,15.5132437393502,5.1487598086799
"147",147,17.817152828546,4.97119578411333
"148",148,20.4948578439935,4.81120854993383
"149",149,23.6077790599053,4.66925315772584
"150",150,27.2270279026627,4.5460211967619
"151",151,31.434687023492,4.44249478289414
"152",152,36.3251400971526,4.36001847685321
"153",153,42.0063852966045,4.30039583500841
"154",154,48.6012215121926,4.26602012763127
"155",155,56.2481279226463,4.26005291044819
"156",156,65.1015534965343,4.28667026598991
"157",157,75.3311752594077,4.35140564633376
"158",158,87.1194452976018,4.46163186538581
"159",159,100.656385424777,4.62724516535104
"160",160,116.130044781547,4.861644679902
"161",161,133.710223593967,5.18314546029589
"162",162,153.521872928598,5.61702772569731
"163",163,175.602881346909,6.19851295615336
"164",164,199.838690264623,6.97706404351236
"165",165,225.863554914069,8.02249818168466
"166",166,252.916366310813,9.43336323120737
"167",167,279.641120067706,11.347547020174
"168",168,303.836936493823,13.9534104279077
"169",169,322.208709012023,17.4953013845688
"170",170,330.279066085446,22.2576747882385
"171",171,322.822438879605,28.4960350911196
"172",172,295.395331190386,36.2703928830777
"173",173,247.333350247442,45.1709779570259
"174",174,185.077127176284,54.0847183712392
"175",175,121.994109608668,61.3903267529646
"176",176,71.5003490222703,65.8100686661294
"177",177,38.7459900386461,67.2250081116308
"178",178,20.4481930999638,66.4684572006904
"179",179,10.9462332409926,64.5041941885523
"180",180,6.07470034308939,61.9850624337348
"181",181,3.52423361138101,59.2623499920807
"182",182,2.14053667634205,56.5080868582082
"183",183,1.35906768731129,53.8036401477277
"184",184,0.899653336928538,51.1865809291258
"185",185,0.619082220925739,48.6733020610084
"186",186,0.441570905713702,46.2697697338977
"187",187,0.325571245570826,43.9767126313314
"188",188,0.247509963610063,41.7921945528723
"189",189,0.193572110802415,39.7129288097816
"190",190,0.155413378404343,37.7349696847484
"191",191,0.12785086285829,35.8540857196337
"192",192,0.107581277467445,34.0659654094482
"193",193,0.0924489321918317,32.3663319990527
"194",194,0.0810163903074107,30.7510076319324
"195",195,0.0723063120023448,29.2159485859724
"196",196,0.0656425994637959,27.7572636541677
"197",197,0.06055052995394,26.3712225303996
"198",198,0.0566927209472382,25.0542581953793
"199",199,0.0538273244525789,23.8029656796788
"200",200,0.051780289777358,22.6140986456514
"201",201,0.0504267019235737,21.4845646779498
"202",202,0.0496780849185613,20.4114198397913
"203",203,0.049473699421178,19.3918628480498
"204",204,0.0497745673678023,18.4232290928411
"205",205,0.0505593982652221,17.5029846464566
"206",206,0.0518218742025638,16.6287203545054
"207",207,0.0535689344994687,15.7981460682345
"208",208,0.0558198228799395,15.0090850546747
"209",209,0.0586057427625085,14.2594686064103
"210",210,0.0619700238242367,13.5473308628388
"211",211,0.0659687444258347,12.8708038481132
"212",212,0.0706717856148893,12.2281127264772
"213",213,0.0761643171270642,11.6175712727144
"214",214,0.0825487367258641,11.0375775534613
"215",215,0.0899471032355171,10.4866098138718
"216",216,0.0985041221274313,9.96322256335376
"217",217,0.108390761631284,9.46604285367823
"218",218,0.119808598012095,8.99376674258887
"219",219,0.13299501177174,8.5451559360437
"220",220,0.148229382983033,8.11903460235582
"221",221,0.165840464684389,7.71428635172756
"222",222,0.186215149288478,7.32985137497446
"223",223,0.209808885465641,6.96472373559379
"224",224,0.237158053313359,6.61794880973864
"225",225,0.26889466540958,6.28862086910835
"226",226,0.30576383244663,5.97588080225742
"227",227,0.348644516772531,5.67891397036089
"228",228,0.398574197957145,5.39694819405984
"229",229,0.456778194569937,5.12925186865471
"230",230,0.524704529403339,4.87513220563003
"231",231,0.604065395786665,4.63393359929827
"232",232,0.696886485606906,4.40503611826706
"233",233,0.805565681333981,4.18785412249314
"234",234,0.932942902005642,3.98183500792799
"235",235,1.08238323533073,3.7864580822392
"236",236,1.25787589490189,3.60123357687674
"237",237,1.46415202479963,3.42570180294116
"238",238,1.70682494744819,3.25943246102524
"239",239,1.99255713054783,3.10202411861298
"240",240,2.32925895389066,2.95310387295901
"241",241,2.7263253082902,2.81232722294891
"242",242,3.19491718111705,2.67937818068459
"243",243,3.74829670349866,2.55396966303454
"244",244,4.40222568351052,2.4358442159516
"245",245,5.17543946052769,2.32477514112251
"246",246,6.09021002261104,2.22056811706861
"247",247,7.17301476510863,2.12306343741764
"248",248,8.45533006429176,2.03213903093061
"249",249,9.97457201471964,1.94771448562713
"250",250,11.7752102336536,1.86975637974678
"251",251,13.9100845358119,1.79828533521667
"252",252,16.4419584326506,1.73338536948821
"253",253,19.4453476172518,1.67521635120669
"254",254,23.008665497869,1.62403069792967
"255",255,27.2367308065734,1.58019594212013
"256",256,32.2536832529165,1.54422551651129
"257",257,38.2063502966935,1.51682120136635
"258",258,45.2680983344636,1.49893234345488
"259",259,53.6431798341541,1.49183954300236
"260",260,63.5715456320952,1.49727458274122
"261",261,75.3340141639091,1.51759491306467
"262",262,89.257551829932,1.55604168408733
"263",263,105.720177483249,1.61712807114992
"264",264,125.154582312947,1.70723473428754
"265",265,148.048816274738,1.83554124765308
"266",266,174.9410824403,2.01551389420891
"267",267,206.403337105097,2.26733438182484
"268",268,243.004150698698,2.62195304547537
"269",269,285.233526108562,3.12800086618921
"270",270,333.358124162937,3.86381153961353
"271",271,387.149419325877,4.95865392959753
"272",272,445.381903296236,6.63046122259932
"273",273,504.927409564952,9.25202560052252
"274",274,559.196878280937,13.4610256401969
"275",275,595.762618772548,20.3153378746447
"276",276,593.883953592582,31.40268987436
"277",277,526.165208150832,48.4821089966686
"278",278,376.302260062764,71.5676025186587
"279",279,182.252206324868,94.9202729677706
"280",280,45.7083558564926,107.473688492717
"281",281,5.7255710394417,107.012449666916
"282",282,0.743611420603969,102.274534566243
"283",283,0.131808585320627,97.2368603498711
"284",284,0.0300037723473935,92.3878339853813
"285",285,0.00828469143121056,87.7712142696508
"286",286,0.00267005544978545,83.383380713595
"287",287,0.000977684038783845,79.2144343161654
"288",288,0.000398753965818552,75.2537900470452
"289",289,0.000178427286740903,71.4911305524402
"290",290,8.6553059583968e-05,67.9165867807866
"291",291,4.507978767699e-05,64.5207633201357
"292",292,2.50099221000976e-05,61.2947280627112
"293",293,1.46821427801664e-05,58.229993192552
"294",294,9.06916059478801e-06,55.3184943878655
"295",295,5.8660696190913e-06,52.5525701701645
"296",296,3.9565131901059e-06,49.9249419699333
"297",297,2.77252891393395e-06,47.4286950689654
"298",298,2.01206041243211e-06,45.0572604470145
"299",299,1.50789319453772e-06,42.8043975153217
"300",300,1.16402723634886e-06,40.6641777041001
"301",301,9.23490579705604e-07,38.6309688662293
"302",302,7.51435337318093e-07,36.6994204585932
"303",303,6.25949990864897e-07,34.8644494632408
"304",304,5.32905970807624e-07,33.1212270119021
"305",305,4.62982168617975e-07,31.4651656789575
"306",306,4.09900495921893e-07,29.8919074095774
"307",307,3.69353518393901e-07,28.3973120513513
"308",308,3.3833775088172e-07,26.9774464592724
"309",309,3.14730415462442e-07,25.6285741454362
"310",310,2.97015580669899e-07,24.3471454462305
"311",311,2.84103881380212e-07,23.1297881811505
"312",312,2.75212031678584e-07,21.9732987786642
"313",313,2.69781276018734e-07,20.8746338457783
"314",314,2.67421677669101e-07,19.830902159121
"315",315,2.67873881952082e-07,18.8393570564681
"316",316,2.70982941260524e-07,17.8973892086913
"317",317,2.76680657826073e-07,17.0025197531066
"318",318,2.84974105891384e-07,16.1523937701556
"319",319,2.95938787343105e-07,15.3447740862508
"320",320,3.09715406460336e-07,14.5775353864794
"321",321,3.26509614778269e-07,13.8486586216703
"322",322,3.4659433581635e-07,13.1562256951085
"323",323,3.70314469913159e-07,12.498414414913
"324",324,3.98093926807656e-07,11.8734936987957
"325",325,4.30445054854392e-07,11.2798190185826
"326",326,4.67980642663256e-07,10.7158280725088
"327",327,5.11428770115491e-07,10.1800366738982
"328",328,5.61650887779965e-07,9.67103484540966
"329",329,6.19663612269205e-07,9.18748310857092
"330",330,6.86664845015852e-07,8.72810895883552
"331",331,7.6406495816402e-07,8.29170351688703
"332",332,8.53523948789437e-07,7.87711834737808
"333",333,9.56995646977965e-07,7.48326243673248
"334",334,1.07678028060209e-06,7.10909932205731
"335",335,1.21558695709418e-06,6.75364436360938
"336",336,1.37660792850045e-06,6.41596215363855
"337",337,1.56360687050397e-06,6.09516405478889
"338",338,1.78102384067559e-06,5.79040586157989
"339",339,2.0341000999441e-06,5.50088557881374
"340",340,2.32902660087646e-06,5.22584131106241
"341",341,2.67312068679751e-06,4.96454925768041
"342",342,3.07503643094371e-06,4.71632180806723
"343",343,3.54501510333384e-06,4.48050573216673
"344",344,4.09518351908956e-06,4.25648046144186
"345",345,4.73990953655724e-06,4.04365645580083
"346",346,5.49622578589457e-06,3.84147365217736
"347",347,6.38433487764417e-06,3.64939999068209
"348",348,7.42821193674314e-06,3.46693001444698
"349",349,8.65632341492009e-06,3.29358353947772
"350",350,1.01024848547863e-05,3.12890439101416
"351",351,1.18068847335207e-05,2.97245920307316
"352",352,1.3817306848367e-05,2.82383627801499
"353",353,1.61905900946116e-05,2.68264450313205
"354",354,1.89943721383361e-05,2.54851232140905
"355",355,2.23091726516836e-05,2.42108675374599
"356",356,2.62308827580801e-05,2.30003247007113
"357",357,3.0873740489074e-05,2.18503090689945
"358",358,3.63738878150866e-05,2.07577942901456
"359",359,4.28936236973055e-05,1.971990533068
"360",360,5.06264902381659e-05,1.87339109100042
"361",361,5.98033561279911e-05,1.77972163129361
"362",362,7.06996940883399e-05,1.69073565616226
"363",363,8.36442879692586e-05,1.60619899288864
"364",364,9.90296518521392e-05,1.52588917759358
"365",365,0.000117324499482347,1.44959486982217
"366",366,0.000139088669453275,1.37711529640406
"367",367,0.000164990992001325,1.30825972312499
"368",368,0.000195830679706452,1.24284695281981
"369",369,0.000232562940012324,1.18070484856638
"370",370,0.000276329646106095,1.12166988072625
"371",371,0.000328496068915424,1.06558669664058
"372",372,0.000390694872289159,1.01230771184959
"373",373,0.000464878812425007,0.961692721760547
"374",374,0.00055338386920591,0.91360853274309
"375",375,0.000659004880799203,0.867928611682161
"376",376,0.000785086165046206,0.824532753067244
"377",377,0.000935630105484841,0.783306762743139
"378",378,0.00111542727269129,0.744142157491371
"379",379,0.00133021236265729,0.706935879653259
"380",380,0.00158685108672154,0.671590026045443
"381",381,0.00189356417043923,0.638011590456534
"382",382,0.00226019584564695,0.606112219049595
"383",383,0.00269853569158142,0.575807978029435
"384",384,0.00322270444609561,0.547019132966343
"385",385,0.00384961652539563,0.519669939199018
"386",386,0.00459953453061783,0.493688442769053
"387",387,0.00549673406634257,0.46900629136764
"388",388,0.00657030085102019,0.445558554802117
"389",389,0.00785508648370627,0.423283554515763
"390",390,0.009392854491169,0.402122701718903
"391",391,0.0112336545891544,0.382020343712982
"392",392,0.0134374706611122,0.362923618011921
"393",393,0.0160761970386421,0.344782313886794
"394",394,0.0192360085622357,0.327548740980868
"395",395,0.0230202029708223,0.31117760466221
"396",396,0.0275526098487937,0.295625887800719
"397",397,0.0329816791710747,0.280852738675431
"398",398,0.0394853850560765,0.266819364736581
"399",399,0.0472771074137214,0.253488931965109
"400",400,0.0566126866618187,0.240826469590318
"401",401,0.0677988856595545,0.228798779944265
"402",402,0.0812035397682606,0.217374353249372
"403",403,0.0972677320525259,0.206523287153842
"404",404,0.116520397945456,0.196217210847908
"405",405,0.13959584445963,0.186429213613004
"406",406,0.167254765916493,0.17713377767586
"407",407,0.200409454414581,0.168306715260588
"408",408,0.240154042727701,0.159925109754538
"409",409,0.287800784656829,0.151967260928453
"410",410,0.344923578618821,0.144412634178967
"411",411,0.413410181116797,0.137241813792598
"412",412,0.495524845709188,0.130436460266065
"413",413,0.593983469782544,0.12397927175961
"414",414,0.712043747358844,0.11785394980965
"415",415,0.853613325149978,0.112045169487231
"416",416,1.02337955768304,0.106538554262563
"417",417,1.22696517543428,0.101320655927972
"418",418,1.47111504135738,0.096378940047949
"419",419,1.76392020454511,0.0917017775539262
"420",420,2.11508669927193,0.0872784432944499
"421",421,2.53625802438086,0.0830991226042727
